"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","selected","unique_id"
"336","Piper imperiale","1","363831","Piper imperiale","1","species","","","","(Miq.) C. DC.","Piperaceae","Piper","Piper","1","imperiale","imperiale","1","","","","","","","","","","","","http://www.tropicos.org/Name/25002055","","Y","Accepted","Piper imperiale","Piper imperiale","(Miq.) C. DC.","363831","species","http://www.tropicos.org/Name/25002055","","Piperaceae","1","1","tropicos","",true,369
"337","Piper nubigenum","1","365642","Piper nubigenum","1","species","","","","Kunth","Piperaceae","Piper","Piper","1","nubigenum","nubigenum","1","","","","","","","","","","","","http://www.tropicos.org/Name/25003926","","Y","Accepted","Piper nubigenum","Piper nubigenum","Kunth","365642","species","http://www.tropicos.org/Name/25003926","","Piperaceae","1","1","tropicos","",true,370
"338","Pittoniotis rotata","1","1235872","Pittoniotis rotata","1","species","","","","C.M. Taylor","Rubiaceae","Pittoniotis","Pittoniotis","1","rotata","rotata","1","","","","","","","","","","","","http://www.tropicos.org/Name/100362588","","Y","Accepted","Pittoniotis rotata","Pittoniotis rotata","C.M. Taylor","1235872","species","http://www.tropicos.org/Name/100362588","","Rubiaceae","1","1","tropicos","",true,371
"339","Pleurothyrium giganthum","1","283535","Pleurothyrium giganthum","1","species","","","","van der Werff","Lauraceae","Pleurothyrium","Pleurothyrium","1","giganthum","giganthum","1","","","","","","","","","","","","http://www.tropicos.org/Name/17805566","","Y","Accepted","Pleurothyrium giganthum","Pleurothyrium giganthum","van der Werff","283535","species","http://www.tropicos.org/Name/17805566","","Lauraceae","1","1","tropicos","",true,372
"340","Pleurothyrium glabritepalum","1","282624","Pleurothyrium glabritepalum","1","species","","","","van der Werff","Lauraceae","Pleurothyrium","Pleurothyrium","1","glabritepalum","glabritepalum","1","","","","","","","","","","","","http://www.tropicos.org/Name/17804633","","Y","Accepted","Pleurothyrium glabritepalum","Pleurothyrium glabritepalum","van der Werff","282624","species","http://www.tropicos.org/Name/17804633","","Lauraceae","1","1","tropicos","",true,373
"341","Posoqueria chocoana","1","1240234","Posoqueria chocoana","1","species","","","","C.M. Taylor","Rubiaceae","Posoqueria","Posoqueria","1","chocoana","chocoana","1","","","","","","","","","","","","http://www.tropicos.org/Name/100367183","","Y","Accepted","Posoqueria chocoana","Posoqueria chocoana","C.M. Taylor","1240234","species","http://www.tropicos.org/Name/100367183","","Rubiaceae","1","1","tropicos","",true,374
"342","Poulsenia armata","1","312963","Poulsenia armata","1","species","","","","(Miq.) Standl.","Moraceae","Poulsenia","Poulsenia","1","armata","armata","1","","","","","","","","","","","","http://www.tropicos.org/Name/21300623","","Y","Accepted","Poulsenia armata","Poulsenia armata","(Miq.) Standl.","312963","species","http://www.tropicos.org/Name/21300623","","Moraceae","1","1","tropicos","",true,375
"343","Pourouma bicolor subsp. scobina","1","313971","Pourouma bicolor subsp. scobina","1","subspecies","","","","(Benoist) C.C. Berg & Heusden","Urticaceae","Pourouma","Pourouma","1","bicolor","bicolor","1","","","","subsp.","scobina","1","","","","","","http://www.tropicos.org/Name/21301659","","Y","Accepted","Pourouma bicolor subsp. scobina","Pourouma bicolor","(Benoist) C.C. Berg & Heusden","313971","subspecies","http://www.tropicos.org/Name/21301659","","Urticaceae","1","1","tropicos","",true,376
"344","Prestoea acuminata","1","38085","Prestoea acuminata","1","species","","","","(Willd.) H.E. Moore","Arecaceae","Prestoea","Prestoea","1","acuminata","acuminata","1","","","","","","","","","","","","http://www.tropicos.org/Name/2401343","","Y","Accepted","Prestoea acuminata","Prestoea acuminata","(Willd.) H.E. Moore","38085","species","http://www.tropicos.org/Name/2401343","","Arecaceae","1","1","tropicos","",true,377
"345","Prestoea decurrens","1","37696","Prestoea decurrens","1","species","","","","(H. Wendl. ex Burret) H.E. Moore","Arecaceae","Prestoea","Prestoea","1","decurrens","decurrens","1","","","","","","","","","","","","http://www.tropicos.org/Name/2400946","","Y","Accepted","Prestoea decurrens","Prestoea decurrens","(H. Wendl. ex Burret) H.E. Moore","37696","species","http://www.tropicos.org/Name/2400946","","Arecaceae","1","1","tropicos","",true,378
"346","Protium ecuadorense","1","113789","Protium ecuadorense","1","species","","","","Benoist","Burseraceae","Protium","Protium","1","ecuadorense","ecuadorense","1","","","","","","","","","","","","http://www.tropicos.org/Name/4700105","","Y","Accepted","Protium ecuadorense","Protium ecuadorense","Benoist","113789","species","http://www.tropicos.org/Name/4700105","","Burseraceae","1","1","tropicos","",true,379
"347","Prunus huantensis","1","472342","Prunus huantensis","1","species","","","","Pilg.","Rosaceae","Prunus","Prunus","1","huantensis","huantensis","1","","","","","","","","","","","","http://www.tropicos.org/Name/27801621","","Y","Accepted","Prunus huantensis","Prunus huantensis","Pilg.","472342","species","http://www.tropicos.org/Name/27801621","","Rosaceae","1","1","tropicos","",true,380
"348","Pseudolmedia gentryi","1","785189","Pseudolmedia gentryi","1","species","","","","C.C. Berg","Moraceae","Pseudolmedia","Pseudolmedia","1","gentryi","gentryi","1","","","","","","","","","","","","http://www.tropicos.org/Name/50102968","","Y","Accepted","Pseudolmedia gentryi","Pseudolmedia gentryi","C.C. Berg","785189","species","http://www.tropicos.org/Name/50102968","","Moraceae","1","1","tropicos","",true,381
"349","Psychotria brachiata","1","481732","Psychotria brachiata","1","species","","","","Sw.","Rubiaceae","Psychotria","Psychotria","1","brachiata","brachiata","1","","","","","","","","","","","","http://www.tropicos.org/Name/27903001","","Y","Synonym","Palicourea brachiata","Palicourea brachiata","(Sw.) Borhidi","1278854","species","http://www.tropicos.org/Name/100408976","","Rubiaceae","1","1","tropicos","",true,382
"350","Psychotria hazenii","1","488701","Psychotria hazenii","1","species","","","","Standl.","Rubiaceae","Psychotria","Psychotria","1","hazenii","hazenii","1","","","","","","","","","","","","http://www.tropicos.org/Name/27910217","","Y","Synonym","Palicourea hazenii","Palicourea hazenii","(Standl.) Borhidi","1302982","species","http://www.tropicos.org/Name/100451573","","Rubiaceae","1","1","tropicos","",true,384
"351","Psychotria montivaga","1","970783","Psychotria montivaga","1","species","","","","C.M. Taylor","Rubiaceae","Psychotria","Psychotria","1","montivaga","montivaga","1","","","","","","","","","","","","http://www.tropicos.org/Name/50293608","","Y","Accepted","Psychotria montivaga","Psychotria montivaga","C.M. Taylor","970783","species","http://www.tropicos.org/Name/50293608","","Rubiaceae","1","1","tropicos","",true,385
"352","Rauvolfia leptophylla","1","22689","Rauvolfia leptophylla","1","species","","","","A.S. Rao","Apocynaceae","Rauvolfia","Rauvolfia","1","leptophylla","leptophylla","1","","","","","","","","","","","","http://www.tropicos.org/Name/1800964","","Y","Accepted","Rauvolfia leptophylla","Rauvolfia leptophylla","A.S. Rao","22689","species","http://www.tropicos.org/Name/1800964","","Apocynaceae","1","1","tropicos","",true,386
"353","Rhodostemonodaphne cyclops","1","784605","Rhodostemonodaphne cyclops","1","species","","","","MadriÃ±Ã¡n","Lauraceae","Rhodostemonodaphne","Rhodostemonodaphne","1","cyclops","cyclops","1","","","","","","","","","","","","http://www.tropicos.org/Name/50102375","","Y","Accepted","Rhodostemonodaphne cyclops","Rhodostemonodaphne cyclops","MadriÃ±Ã¡n","784605","species","http://www.tropicos.org/Name/50102375","","Lauraceae","1","1","tropicos","",true,387
"354","Rhodostemonodaphne kunthiana","1","282389","Rhodostemonodaphne kunthiana","1","species","","","","(Nees) Rohwer","Lauraceae","Rhodostemonodaphne","Rhodostemonodaphne","1","kunthiana","kunthiana","1","","","","","","","","","","","","http://www.tropicos.org/Name/17804394","","Y","Accepted","Rhodostemonodaphne kunthiana","Rhodostemonodaphne kunthiana","(Nees) Rohwer","282389","species","http://www.tropicos.org/Name/17804394","","Lauraceae","1","1","tropicos","",true,388
"355","Richeria dressleri","1","177576","Richeria dressleri","1","species","","","","G.L. Webster","Phyllanthaceae","Richeria","Richeria","1","dressleri","dressleri","1","","","","","","","","","","","","http://www.tropicos.org/Name/12804886","","Y","Accepted","Richeria dressleri","Richeria dressleri","G.L. Webster","177576","species","http://www.tropicos.org/Name/12804886","","Phyllanthaceae","1","1","tropicos","",true,389
"356","Roupala montana","1","436535","Roupala montana","1","species","","","","Aubl.","Proteaceae","Roupala","Roupala","1","montana","montana","1","","","","","","","","","","","","http://www.tropicos.org/Name/26500134","","Y","Accepted","Roupala montana","Roupala montana","Aubl.","436535","species","http://www.tropicos.org/Name/26500134","","Proteaceae","1","1","tropicos","",true,390
"357","Ruagea glabra","1","310446","Ruagea glabra","1","species","","","","Triana & Planch.","Meliaceae","Ruagea","Ruagea","1","glabra","glabra","1","","","","","","","","","","","","http://www.tropicos.org/Name/20400408","","Y","Accepted","Ruagea glabra","Ruagea glabra","Triana & Planch.","310446","species","http://www.tropicos.org/Name/20400408","","Meliaceae","1","1","tropicos","",true,391
"358","Ruagea pubescens","1","310658","Ruagea pubescens","1","species","","","","H. Karst.","Meliaceae","Ruagea","Ruagea","1","pubescens","pubescens","1","","","","","","","","","","","","http://www.tropicos.org/Name/20400626","","Y","Accepted","Ruagea pubescens","Ruagea pubescens","H. Karst.","310658","species","http://www.tropicos.org/Name/20400626","","Meliaceae","1","1","tropicos","",true,392
"359","Ruagea tomentosa","1","311048","Ruagea tomentosa","1","species","","","","Cuatrec.","Meliaceae","Ruagea","Ruagea","1","tomentosa","tomentosa","1","","","","","","","","","","","","http://www.tropicos.org/Name/20401021","","Y","Accepted","Ruagea tomentosa","Ruagea tomentosa","Cuatrec.","311048","species","http://www.tropicos.org/Name/20401021","","Meliaceae","1","1","tropicos","",true,393
"360","Salacia cordata","1","263893","Salacia cordata","1","species","","","","(Miers) Mennega","Celastraceae","Salacia","Salacia","1","cordata","cordata","1","","","","","","","","","","","","http://www.tropicos.org/Name/15600266","","Y","Accepted","Salacia cordata","Salacia cordata","(Miers) Mennega","263893","species","http://www.tropicos.org/Name/15600266","","Celastraceae","1","1","tropicos","",true,394
"361","Sapium glandulosum","1","175042","Sapium glandulosum","1","species","","","","(L.) Morong","Euphorbiaceae","Sapium","Sapium","1","glandulosum","glandulosum","1","","","","","","","","","","","","http://www.tropicos.org/Name/12802196","","Y","Accepted","Sapium glandulosum","Sapium glandulosum","(L.) Morong","175042","species","http://www.tropicos.org/Name/12802196","","Euphorbiaceae","1","1","tropicos","",true,395
"362","Sapium laurifolium","1","178539","Sapium laurifolium","1","species","","","","(A. Rich.) Griseb.","Euphorbiaceae","Sapium","Sapium","1","laurifolium","laurifolium","1","","","","","","","","","","","","http://www.tropicos.org/Name/12805876","","Y","Accepted","Sapium laurifolium","Sapium laurifolium","(A. Rich.) Griseb.","178539","species","http://www.tropicos.org/Name/12805876","","Euphorbiaceae","1","1","tropicos","",true,396
"363","Sapium marmieri","1","174642","Sapium marmieri","1","species","","","","Huber","Euphorbiaceae","Sapium","Sapium","1","marmieri","marmieri","1","","","","","","","","","","","","http://www.tropicos.org/Name/12801787","","Y","Accepted","Sapium marmieri","Sapium marmieri","Huber","174642","species","http://www.tropicos.org/Name/12801787","","Euphorbiaceae","1","1","tropicos","",true,397
"364","Sapium stylare","1","179375","Sapium stylare","1","species","","","","MÃ¼ll. Arg.","Euphorbiaceae","Sapium","Sapium","1","stylare","stylare","1","","","","","","","","","","","","http://www.tropicos.org/Name/12806726","","Y","Accepted","Sapium stylare","Sapium stylare","MÃ¼ll. Arg.","179375","species","http://www.tropicos.org/Name/12806726","","Euphorbiaceae","1","1","tropicos","",true,398
"365","Saurauia brachybotrys","1","4816","Saurauia brachybotrys","1","species","","","","Turcz.","Actinidiaceae","Saurauia","Saurauia","1","brachybotrys","brachybotrys","1","","","","","","","","","","","","http://www.tropicos.org/Name/500013","","Y","Accepted","Saurauia brachybotrys","Saurauia brachybotrys","Turcz.","4816","species","http://www.tropicos.org/Name/500013","","Actinidiaceae","1","1","tropicos","",true,399
"366","Saurauia bullosa","1","4954","Saurauia bullosa","1","species","","","","Wawra","Actinidiaceae","Saurauia","Saurauia","1","bullosa","bullosa","1","","","","","","","","","","","","http://www.tropicos.org/Name/500188","","Y","Accepted","Saurauia bullosa","Saurauia bullosa","Wawra","4954","species","http://www.tropicos.org/Name/500188","","Actinidiaceae","1","1","tropicos","",true,400
"367","Saurauia herthae","1","4963","Saurauia herthae","1","species","","","","Sleumer","Actinidiaceae","Saurauia","Saurauia","1","herthae","herthae","1","","","","","","","","","","","","http://www.tropicos.org/Name/500197","","Y","Accepted","Saurauia herthae","Saurauia herthae","Sleumer","4963","species","http://www.tropicos.org/Name/500197","","Actinidiaceae","1","1","tropicos","",true,401
"368","Saurauia prainiana","1","4847","Saurauia prainiana","1","species","","","","Buscal.","Actinidiaceae","Saurauia","Saurauia","1","prainiana","prainiana","1","","","","","","","","","","","","http://www.tropicos.org/Name/500044","","Y","Accepted","Saurauia prainiana","Saurauia prainiana","Buscal.","4847","species","http://www.tropicos.org/Name/500044","","Actinidiaceae","1","1","tropicos","",true,402
"369","Saurauia pseudostrigillosa","1","4852","Saurauia pseudostrigillosa","1","species","","","","Buscal.","Actinidiaceae","Saurauia","Saurauia","1","pseudostrigillosa","pseudostrigillosa","1","","","","","","","","","","","","http://www.tropicos.org/Name/500049","","Y","Accepted","Saurauia pseudostrigillosa","Saurauia pseudostrigillosa","Buscal.","4852","species","http://www.tropicos.org/Name/500049","","Actinidiaceae","1","1","tropicos","",true,403
"370","Saurauia tomentosa","1","4873","Saurauia tomentosa","1","species","","","","(Kunth) Spreng.","Actinidiaceae","Saurauia","Saurauia","1","tomentosa","tomentosa","1","","","","","","","","","","","","http://www.tropicos.org/Name/500076","","Y","Accepted","Saurauia tomentosa","Saurauia tomentosa","(Kunth) Spreng.","4873","species","http://www.tropicos.org/Name/500076","","Actinidiaceae","1","1","tropicos","",true,404
"371","Schefflera sodiroi","1","35470","Schefflera sodiroi","1","species","","","","Harms","Araliaceae","Schefflera","Schefflera","1","sodiroi","sodiroi","1","","","","","","","","","","","","http://www.tropicos.org/Name/2200287","","Y","Synonym","Sciodaphyllum sodiroi","Sciodaphyllum sodiroi","(Harms) Lowry, G.M. Plunkett & M.M. Mora","1330095","species","http://www.tropicos.org/Name/100485031","","Araliaceae","1","1","tropicos","",true,406
"372","Sessea crassivenosa","1","511141","Sessea crassivenosa","1","species","","","","Bitter","Solanaceae","Sessea","Sessea","1","crassivenosa","crassivenosa","1","","","","","","","","","","","","http://www.tropicos.org/Name/29601123","","Y","Accepted","Sessea crassivenosa","Sessea crassivenosa","Bitter","511141","species","http://www.tropicos.org/Name/29601123","","Solanaceae","1","1","tropicos","",true,407
"373","Sessea vestita","1","511152","Sessea vestita","1","species","","","","(Hook. f.) Miers","Solanaceae","Sessea","Sessea","1","vestita","vestita","1","","","","","","","","","","","","http://www.tropicos.org/Name/29601134","","Y","Accepted","Sessea vestita","Sessea vestita","(Hook. f.) Miers","511152","species","http://www.tropicos.org/Name/29601134","","Solanaceae","1","1","tropicos","",true,408
"374","Simarouba amara","1","509899","Simarouba amara","1","species","","","","Aubl.","Simaroubaceae","Simarouba","Simarouba","1","amara","amara","1","","","","","","","","","","","","http://www.tropicos.org/Name/29400090","","Y","Accepted","Simarouba amara","Simarouba amara","Aubl.","509899","species","http://www.tropicos.org/Name/29400090","","Simaroubaceae","1","1","tropicos","",true,409
"375","Siparuna aspera","1","312004","Siparuna aspera","1","species","","","","(Ruiz & Pav.) A. DC.","Siparunaceae","Siparuna","Siparuna","1","aspera","aspera","1","","","","","","","","","","","","http://www.tropicos.org/Name/21200100","","Y","Accepted","Siparuna aspera","Siparuna aspera","(Ruiz & Pav.) A. DC.","312004","species","http://www.tropicos.org/Name/21200100","","Siparunaceae","1","1","tropicos","",true,410
"376","Siparuna multiflora","1","693695","Siparuna multiflora","1","species","","","","S.S. Renner & Hausner","Siparunaceae","Siparuna","Siparuna","1","multiflora","multiflora","1","","","","","","","","","","","","http://www.tropicos.org/Name/50009512","","Y","Accepted","Siparuna multiflora","Siparuna multiflora","S.S. Renner & Hausner","693695","species","http://www.tropicos.org/Name/50009512","","Siparunaceae","1","1","tropicos","",true,411
"377","Siparuna echinata","1","312029","Siparuna echinata","1","species","","","","(Kunth) A. DC.","Siparunaceae","Siparuna","Siparuna","1","echinata","echinata","1","","","","","","","","","","","","http://www.tropicos.org/Name/21200125","","Y","Accepted","Siparuna echinata","Siparuna echinata","(Kunth) A. DC.","312029","species","http://www.tropicos.org/Name/21200125","","Siparunaceae","1","1","tropicos","",true,412
"378","Siparuna lepidota","1","312050","Siparuna lepidota","1","species","","","","(Kunth) A. DC.","Siparunaceae","Siparuna","Siparuna","1","lepidota","lepidota","1","","","","","","","","","","","","http://www.tropicos.org/Name/21200147","","Y","Accepted","Siparuna lepidota","Siparuna lepidota","(Kunth) A. DC.","312050","species","http://www.tropicos.org/Name/21200147","","Siparunaceae","1","1","tropicos","",true,413
"379","Siparuna pilosolepidota","1","312297","Siparuna pilosolepidota","1","species","","","","Heilborn","Siparunaceae","Siparuna","Siparuna","1","pilosolepidota","pilosolepidota","1","","","","","","","","","","","","http://www.tropicos.org/Name/21200402","","Y","Accepted","Siparuna pilosolepidota","Siparuna pilosolepidota","Heilborn","312297","species","http://www.tropicos.org/Name/21200402","","Siparunaceae","1","1","tropicos","",true,414
"380","Sloanea medusula","1","166400","Sloanea medusula","1","species","","","","K. Schum. & Pittier","Elaeocarpaceae","Sloanea","Sloanea","1","medusula","medusula","1","","","","","","","","","","","","http://www.tropicos.org/Name/11700039","","Y","Accepted","Sloanea medusula","Sloanea medusula","K. Schum. & Pittier","166400","species","http://www.tropicos.org/Name/11700039","","Elaeocarpaceae","1","1","tropicos","",true,415
"381","Socratea rostrata","1","38565","Socratea rostrata","1","species","","","","Burret","Arecaceae","Socratea","Socratea","1","rostrata","rostrata","1","","","","","","","","","","","","http://www.tropicos.org/Name/2401834","","Y","Accepted","Socratea rostrata","Socratea rostrata","Burret","38565","species","http://www.tropicos.org/Name/2401834","","Arecaceae","1","1","tropicos","",true,416
"382","Solanum cucullatum","1","514731","Solanum cucullatum","1","species","","","","S. Knapp","Solanaceae","Solanum","Solanum","1","cucullatum","cucullatum","1","","","","","","","","","","","","http://www.tropicos.org/Name/29604879","","Y","Accepted","Solanum cucullatum","Solanum cucullatum","S. Knapp","514731","species","http://www.tropicos.org/Name/29604879","","Solanaceae","1","1","tropicos","",true,417
"383","Solanum hypaleurotrichum","1","517077","Solanum hypaleurotrichum","1","species","","","","Bitter","Solanaceae","Solanum","Solanum","1","hypaleurotrichum","hypaleurotrichum","1","","","","","","","","","","","","http://www.tropicos.org/Name/29607396","","Y","Accepted","Solanum hypaleurotrichum","Solanum hypaleurotrichum","Bitter","517077","species","http://www.tropicos.org/Name/29607396","","Solanaceae","1","1","tropicos","",true,418
"384","Solanum lepidotum","1","511590","Solanum lepidotum","1","species","","","","Dunal","Solanaceae","Solanum","Solanum","1","lepidotum","lepidotum","1","","","","","","","","","","","","http://www.tropicos.org/Name/29601594","","Y","Accepted","Solanum lepidotum","Solanum lepidotum","Dunal","511590","species","http://www.tropicos.org/Name/29601594","","Solanaceae","1","1","tropicos","",true,419
"385","Sorocea jaramilloi","1","693771","Sorocea jaramilloi","1","species","","","","C.C. Berg","Moraceae","Sorocea","Sorocea","1","jaramilloi","jaramilloi","1","","","","","","","","","","","","http://www.tropicos.org/Name/50009588","","Y","Accepted","Sorocea jaramilloi","Sorocea jaramilloi","C.C. Berg","693771","species","http://www.tropicos.org/Name/50009588","","Moraceae","1","1","tropicos","",true,420
"386","Sorocea trophoides","1","312972","Sorocea trophoides","1","species","","","","W.C. Burger","Moraceae","Sorocea","Sorocea","1","trophoides","trophoides","1","","","","","","","","","","","","http://www.tropicos.org/Name/21300632","","Y","Accepted","Sorocea trophoides","Sorocea trophoides","W.C. Burger","312972","species","http://www.tropicos.org/Name/21300632","","Moraceae","1","1","tropicos","",true,421
"387","Sphaeropteris quindiuensis","1","443657","Sphaeropteris quindiuensis","1","species","","","","(H. Karst.) R.M. Tryon","Cyatheaceae","Sphaeropteris","Sphaeropteris","1","quindiuensis","quindiuensis","1","","","","","","","","","","","","http://www.tropicos.org/Name/26606629","","Y","Accepted","Sphaeropteris quindiuensis","Sphaeropteris quindiuensis","(H. Karst.) R.M. Tryon","443657","species","http://www.tropicos.org/Name/26606629","","Cyatheaceae","1","1","tropicos","",true,422
"388","Spirotheca awadendron","1","874832","Spirotheca awadendron","1","species","","","","Fern. Alonso","Malvaceae","Spirotheca","Spirotheca","1","awadendron","awadendron","1","","","","","","","","","","","","http://www.tropicos.org/Name/50195575","","Y","Accepted","Spirotheca awadendron","Spirotheca awadendron","Fern. Alonso","874832","species","http://www.tropicos.org/Name/50195575","","Malvaceae","1","1","tropicos","",true,423
"389","Stylogyne ardisioides","1","316284","Stylogyne ardisioides","1","species","","","","(Kunth) Mez","Primulaceae","Stylogyne","Stylogyne","1","ardisioides","ardisioides","1","","","","","","","","","","","","http://www.tropicos.org/Name/22000806","","Y","Accepted","Stylogyne ardisioides","Stylogyne ardisioides","(Kunth) Mez","316284","species","http://www.tropicos.org/Name/22000806","","Primulaceae","1","1","tropicos","",true,424
"390","Styrax cordatus","1","520844","Styrax cordatus","1","species","","","","(Ruiz & Pav.) A. DC.","Styracaceae","Styrax","Styrax","1","cordatus","cordatus","1","","","","","","","","","","","","http://www.tropicos.org/Name/30800012","","Y","Accepted","Styrax cordatus","Styrax cordatus","(Ruiz & Pav.) A. DC.","520844","species","http://www.tropicos.org/Name/30800012","","Styracaceae","1","1","tropicos","",true,425
"391","Styrax heterotrichus","1","520849","Styrax heterotrichus","1","species","","","","Perkins","Styracaceae","Styrax","Styrax","1","heterotrichus","heterotrichus","1","","","","","","","","","","","","http://www.tropicos.org/Name/30800017","","Y","Accepted","Styrax heterotrichus","Styrax heterotrichus","Perkins","520849","species","http://www.tropicos.org/Name/30800017","","Styracaceae","1","1","tropicos","",true,426
"392","Symplocos fimbriata","1","521311","Symplocos fimbriata","1","species","","","","B. StÃ¥hl","Symplocaceae","Symplocos","Symplocos","1","fimbriata","fimbriata","1","","","","","","","","","","","","http://www.tropicos.org/Name/30900172","","Y","Accepted","Symplocos fimbriata","Symplocos fimbriata","B. StÃ¥hl","521311","species","http://www.tropicos.org/Name/30900172","","Symplocaceae","1","1","tropicos","",true,427
"393","Symplocos fuliginosa","1","521297","Symplocos fuliginosa","1","species","","","","B. StÃ¥hl","Symplocaceae","Symplocos","Symplocos","1","fuliginosa","fuliginosa","1","","","","","","","","","","","","http://www.tropicos.org/Name/30900158","","Y","Accepted","Symplocos fuliginosa","Symplocos fuliginosa","B. StÃ¥hl","521297","species","http://www.tropicos.org/Name/30900158","","Symplocaceae","1","1","tropicos","",true,428
"394","Symplocos quitensis","1","521295","Symplocos quitensis","1","species","","","","Brand","Symplocaceae","Symplocos","Symplocos","1","quitensis","quitensis","1","","","","","","","","","","","","http://www.tropicos.org/Name/30900156","","Y","Accepted","Symplocos quitensis","Symplocos quitensis","Brand","521295","species","http://www.tropicos.org/Name/30900156","","Symplocaceae","1","1","tropicos","",true,429
"395","Symplocos subandina","1","521296","Symplocos subandina","1","species","","","","B. StÃ¥hl","Symplocaceae","Symplocos","Symplocos","1","subandina","subandina","1","","","","","","","","","","","","http://www.tropicos.org/Name/30900157","","Y","Accepted","Symplocos subandina","Symplocos subandina","B. StÃ¥hl","521296","species","http://www.tropicos.org/Name/30900157","","Symplocaceae","1","1","tropicos","",true,430
"396","Tabernaemontana markgrafiana","1","23172","Tabernaemontana markgrafiana","1","species","","","","J.F. Macbr.","Apocynaceae","Tabernaemontana","Tabernaemontana","1","markgrafiana","markgrafiana","1","","","","","","","","","","","","http://www.tropicos.org/Name/1801449","","Y","Accepted","Tabernaemontana markgrafiana","Tabernaemontana markgrafiana","J.F. Macbr.","23172","species","http://www.tropicos.org/Name/1801449","","Apocynaceae","1","1","tropicos","",true,431
"397","Tapirira rubrinervis","1","842183","Tapirira rubrinervis","1","species","","","","Barfod","Anacardiaceae","Tapirira","Tapirira","1","rubrinervis","rubrinervis","1","","","","","","","","","","","","http://www.tropicos.org/Name/50161983","","Y","Accepted","Tapirira rubrinervis","Tapirira rubrinervis","Barfod","842183","species","http://www.tropicos.org/Name/50161983","","Anacardiaceae","1","1","tropicos","",true,432
"398","Tetrorchidium andinum","1","174727","Tetrorchidium andinum","1","species","","","","MÃ¼ll. Arg.","Euphorbiaceae","Tetrorchidium","Tetrorchidium","1","andinum","andinum","1","","","","","","","","","","","","http://www.tropicos.org/Name/12801873","","Y","Accepted","Tetrorchidium andinum","Tetrorchidium andinum","MÃ¼ll. Arg.","174727","species","http://www.tropicos.org/Name/12801873","","Euphorbiaceae","1","1","tropicos","",true,433
"399","Tetrorchidium euryphyllum","1","174729","Tetrorchidium euryphyllum","1","species","","","","Standl.","Euphorbiaceae","Tetrorchidium","Tetrorchidium","1","euryphyllum","euryphyllum","1","","","","","","","","","","","","http://www.tropicos.org/Name/12801875","","Y","Accepted","Tetrorchidium euryphyllum","Tetrorchidium euryphyllum","Standl.","174729","species","http://www.tropicos.org/Name/12801875","","Euphorbiaceae","1","1","tropicos","",true,434
"400","Theobroma gileri","1","520481","Theobroma gileri","1","species","","","","Cuatrec.","Malvaceae","Theobroma","Theobroma","1","gileri","gileri","1","","","","","","","","","","","","http://www.tropicos.org/Name/30401740","","Y","Accepted","Theobroma gileri","Theobroma gileri","Cuatrec.","520481","species","http://www.tropicos.org/Name/30401740","","Malvaceae","1","1","tropicos","",true,435
"401","Tournefortia fuliginosa","1","100153","Tournefortia fuliginosa","1","species","","","","Kunth","Heliotropiaceae","Tournefortia","Tournefortia","1","fuliginosa","fuliginosa","1","","","","","","","","","","","","http://www.tropicos.org/Name/4000634","","Y","Accepted","Tournefortia fuliginosa","Tournefortia fuliginosa","Kunth","100153","species","http://www.tropicos.org/Name/4000634","","Heliotropiaceae","1","1","tropicos","",true,436
"402","Tovomita croatii","1","139439","Tovomita croatii","1","species","","","","Maguire","Clusiaceae","Tovomita","Tovomita","1","croatii","croatii","1","","","","","","","","","","","","http://www.tropicos.org/Name/7800821","","Y","Synonym","Chrysochlamys croatii","Chrysochlamys croatii","(Maguire) L. Marinho & Hammel","1322574","species","http://www.tropicos.org/Name/100477403","","Clusiaceae","1","1","tropicos","",true,437
"403","Tovomita weddelliana","1","139097","Tovomita weddelliana","1","species","","","","Planch. & Triana","Clusiaceae","Tovomita","Tovomita","1","weddelliana","weddelliana","1","","","","","","","","","","","","http://www.tropicos.org/Name/7800467","","Y","Synonym","Arawakia weddelliana","Arawakia weddelliana","(Planch. & Triana) L. Marinho","1322582","species","http://www.tropicos.org/Name/100477411","","Clusiaceae","1","1","tropicos","",true,438
"404","Trema integerrima","1","524951","Trema integerrima","1","species","","","","(Beurl.) Standl.","Cannabaceae","Trema","Trema","1","integerrima","integerrima","1","","","","","","","","","","","","http://www.tropicos.org/Name/33300167","","Y","Synonym","Pouzolzia obliqua","Pouzolzia obliqua","(Wedd.) Wedd.","525598","species","http://www.tropicos.org/Name/33400479","","Urticaceae","1","1","tropicos","",true,439
